,HIVincidence
2112,0.0
2113,0.0
2114,0.0
2115,52.2
2116,0.0
2117,0.0
2118,0.0
2119,0.0
2120,0.0
2121,0.0
2122,35.5
2123,0.0
2124,0.0
2125,0.0
2126,0.0
2127,0.0
2128,0.0
2129,0.0
2130,8.6
2131,0.0
2132,0.0
2133,0.0
2134,0.0
2135,3.2000000000000006
2136,0.0
2137,9.8
2138,0.0
2139,0.0
2140,0.0
2141,8.9
2142,0.0
2143,0.0
2144,0.0
2145,0.0
2146,0.0
2147,0.0
2148,0.0
2149,0.0
2150,0.0
2151,0.0
2152,0.0
2153,0.0
2154,0.0
2155,0.0
2156,15.8
2157,7.8
2158,0.0
2159,0.0
2160,0.0
2161,0.0
2162,0.0
2163,0.0
2164,0.0
2165,7.5
2166,0.0
2167,0.0
2168,39.7
2169,25.9
2170,18.0
2171,0.0
2172,0.0
2173,0.0
2174,0.0
2175,0.0
2176,0.0
2177,10.2
2178,0.0
2179,0.0
2180,9.0
2181,0.0
2182,0.0
2183,0.0
2184,0.0
2185,0.0
2186,0.0
2187,0.0
2188,0.0
2189,0.0
2190,0.0
2191,0.0
2192,12.8
2193,0.0
2194,0.0
2195,0.0
2196,0.0
2197,0.0
2198,8.0
2199,0.0
2200,0.0
2201,0.0
2202,0.0
2203,0.0
2204,0.0
2205,0.0
2206,25.7
2207,6.2
2208,0.0
2209,0.0
2210,0.0
2211,0.0
2212,0.0
2213,0.0
2214,0.0
2215,5.1
2216,0.0
2217,0.0
2218,0.0
2219,0.0
2220,0.0
2221,0.0
2222,0.0
2223,9.0
2224,0.0
2225,0.0
2226,0.0
2227,26.1
2228,0.0
2229,0.0
2230,0.0
2231,0.0
2232,0.0
2233,0.0
2234,0.0
2235,0.0
2236,0.0
2237,0.0
2238,0.0
2239,0.0
2240,0.0
2241,11.8
2242,0.0
2243,0.0
2244,0.0
2245,0.0
2246,0.0
2247,0.0
2248,0.0
2249,38.2
2250,0.0
2251,30.1
2252,0.0
2253,0.0
2254,0.0
2255,9.0
2256,0.0
2257,0.0
2258,29.899999999999995
2259,0.0
2260,0.0
2261,0.0
2262,0.0
2263,0.0
2264,0.0
2265,0.0
2266,0.0
2267,0.0
2268,0.0
2269,4.1
2270,0.0
2271,0.0
2272,0.0
2273,0.0
2274,0.0
2275,0.0
2276,0.0
2277,0.0
2278,7.0
2279,0.0
2280,0.0
2281,0.0
2282,0.0
2283,0.0
2284,0.0
2285,0.0
2286,0.0
2287,24.9
2288,9.3
2289,0.0
2290,0.0
2291,6.9
2292,15.0
2293,0.0
2294,0.0
2295,0.0
2296,0.0
2297,0.0
2298,0.0
2299,0.0
2300,0.0
2301,19.6
2302,4.4
2303,0.0
2304,0.0
2305,0.0
2306,6.6
2307,0.0
2308,0.0
2309,9.0
2310,0.0
2311,2.8
2312,7.2
2313,0.0
2314,0.0
2315,4.3
2316,0.0
2317,35.6
2318,0.0
2319,0.0
2320,0.0
2321,0.0
2322,0.0
2323,0.0
2324,0.0
2325,0.0
2326,0.0
2327,0.0
2328,0.0
2329,0.0
2330,0.0
2331,0.0
2332,24.9
2333,0.0
2334,0.0
2335,0.0
2336,0.0
2337,0.0
2338,0.0
2339,0.0
2340,0.0
2341,0.0
2342,0.0
2343,0.0
2344,0.0
2345,0.0
2346,5.4
2347,0.0
2348,0.0
2349,0.0
2350,14.5
2351,0.0
2352,0.0
2353,16.6
2354,0.0
